,ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
1489,9058,1955,Graduation,Widow,"$79,800.00 ",0,0,9/23/12,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,1,0,SP
1584,7899,1952,PhD,Married,"$77,610.00 ",0,1,10/29/12,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0,AUS
27,8432,1956,Graduation,Together,"$54,450.00 ",1,1,9/14/12,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,SP
989,6935,1951,2n Cycle,Married,"$78,497.00 ",0,0,12/1/13,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,IND
897,6919,1978,2n Cycle,Married,"$26,224.00 ",1,0,6/4/13,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,SP
1882,2150,1958,PhD,Widow,"$80,995.00 ",0,1,5/11/13,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,CA
2164,24,1960,Master,Together,"$17,144.00 ",1,1,2/15/14,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,SA
1661,4943,1953,Graduation,Married,"$70,503.00 ",0,0,9/30/12,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,SP
402,7999,1955,PhD,Together,"$75,261.00 ",0,0,4/23/13,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,1,0,SP
1658,9029,1972,PhD,Married,"$70,116.00 ",0,0,1/26/13,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,SP
1123,4268,1959,Graduation,Married,"$53,154.00 ",0,1,6/9/14,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,US
1344,8514,1976,Graduation,Together,"$29,478.00 ",1,0,1/17/14,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,SP
868,10858,1975,Graduation,Together,"$76,532.00 ",1,1,9/9/13,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,SP
596,1542,1975,Graduation,Single,"$56,243.00 ",1,2,12/30/13,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,US
1932,6417,1971,Master,Together,"$80,573.00 ",0,0,10/14/12,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,SP
133,8619,1957,Graduation,Together,"$21,994.00 ",0,1,12/24/12,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,SP
443,2162,1976,Graduation,Married,"$56,939.00 ",0,1,9/18/13,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,SP
195,232,1965,Graduation,Single,"$61,559.00 ",0,1,7/17/13,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,SP
1753,11092,1961,Graduation,Married,"$27,116.00 ",1,1,3/2/14,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0,SA
1349,3673,1971,Graduation,Single,"$55,239.00 ",0,1,7/14/13,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,SA
1869,10398,1981,2n Cycle,Single,"$24,336.00 ",1,0,8/27/12,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,SP
1680,257,1959,PhD,Married,"$75,032.00 ",0,1,4/28/13,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,SP
2199,3406,1964,Graduation,Single,"$45,989.00 ",0,1,10/22/12,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,SA
1190,9733,1978,Basic,Together,"$24,882.00 ",1,0,9/9/12,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,IND
245,8702,1976,2n Cycle,Together,"$26,907.00 ",1,1,8/20/13,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,AUS
1431,7313,1949,2n Cycle,Widow,"$74,859.00 ",0,0,6/3/13,63,570,73,614,133,102,73,1,6,5,11,3,0,0,0,1,0,0,0,CA
978,10381,1979,Graduation,Single,"$47,691.00 ",0,1,7/5/13,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,SP
1829,6261,1979,Graduation,Married,"$58,025.00 ",0,1,11/26/13,81,270,31,88,11,48,22,3,3,2,10,4,0,0,0,0,0,0,0,IND
342,7143,1955,2n Cycle,Together,"$74,805.00 ",0,1,11/6/13,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,SP
1205,5048,1971,PhD,Single,"$42,767.00 ",2,0,5/11/13,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,SA
1554,11178,1972,Master,Single,"$42,394.00 ",1,0,3/23/14,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,GER
251,2632,1954,Graduation,Married,"$50,501.00 ",1,1,6/18/13,10,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,1,0,IND
794,2797,1977,Graduation,Married,"$72,117.00 ",0,1,8/20/13,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,SP
57,3066,1975,PhD,Together,"$61,905.00 ",0,1,2/4/14,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,SA
1709,4927,1971,Graduation,Together,"$16,626.00 ",2,0,1/15/14,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,SA
2152,1890,1971,2n Cycle,Together,"$42,033.00 ",1,1,9/19/12,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,SP
955,6958,1977,Master,Married,"$27,889.00 ",1,0,7/5/13,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0,AUS
491,8643,1971,Graduation,Together,"$69,930.00 ",0,0,5/26/13,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,IND
746,9449,1958,PhD,Single,"$79,761.00 ",0,1,10/4/13,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,SA
1050,7007,1968,Master,Married,"$29,543.00 ",2,0,4/1/14,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,SP
2198,7527,1968,Master,Divorced,"$23,748.00 ",1,0,11/21/12,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,SP
461,4322,1958,PhD,Together,"$77,863.00 ",0,0,11/27/13,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,SP
687,10619,1994,Graduation,Single,"$95,529.00 ",0,0,12/3/12,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,0,SA
847,1968,1971,Graduation,Widow,"$45,684.00 ",1,0,12/2/13,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,SA
157,9923,1972,Master,Single,"$46,423.00 ",1,1,9/18/13,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,SP
465,3667,1969,Graduation,Married,"$80,952.00 ",0,0,2/28/13,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,1,0,GER
933,7010,1965,2n Cycle,Married,"$70,924.00 ",0,0,4/7/14,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,SP
2179,5830,1972,PhD,Single,"$86,857.00 ",0,0,9/12/12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,1,0,SA
405,10983,1952,Graduation,Together,"$75,278.00 ",0,0,1/29/13,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,SA
831,4418,1983,Master,Single,"$89,616.00 ",0,0,2/25/13,36,671,47,655,145,111,15,1,7,5,12,2,0,0,0,0,0,1,0,CA
18,1473,1960,2n Cycle,Single,"$47,823.00 ",0,1,7/23/13,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,CA
200,1570,1951,PhD,Together,"$69,702.00 ",0,1,2/19/13,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,SP
964,3661,1995,2n Cycle,Single,"$80,617.00 ",0,0,10/12/12,42,594,51,631,72,55,32,1,4,6,8,2,0,0,0,0,0,0,0,IND
517,4248,1960,Master,Single,"$98,777.00 ",0,0,2/17/14,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,SP
2004,10812,1978,PhD,Married,"$46,377.00 ",1,0,3/1/14,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,SA
314,5156,1970,2n Cycle,Married,"$62,466.00 ",0,1,1/15/14,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,SP
2040,9516,1971,2n Cycle,Divorced,"$49,118.00 ",0,0,8/18/12,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,1,0,SP
1496,5680,1984,2n Cycle,Married,"$35,684.00 ",1,0,4/22/14,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,SP
1705,6856,1979,Graduation,Together,"$21,645.00 ",1,0,9/3/12,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,1,0,GER
47,5114,1965,Master,Married,"$74,806.00 ",0,1,12/19/12,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,AUS
1547,378,1971,Graduation,Married,"$52,531.00 ",0,0,12/30/12,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,SP
182,7349,1973,Basic,Together,"$9,722.00 ",1,0,10/2/12,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,1,0,SP
733,607,1955,2n Cycle,Divorced,"$41,769.00 ",0,1,2/13/13,31,302,29,131,32,0,27,6,8,1,7,8,0,0,0,0,0,0,0,IND
728,255,1951,Graduation,Divorced,"$22,263.00 ",1,1,3/30/14,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,0,1,SP
11,5642,1979,Master,Together,"$62,499.00 ",1,0,12/9/13,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,SP
194,5519,1956,Graduation,Together,"$64,090.00 ",0,1,8/7/13,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,1,0,SA
175,2930,1978,Master,Single,"$68,092.00 ",0,0,12/16/13,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,SA
1106,3479,1950,Graduation,Single,"$16,813.00 ",0,0,7/19/13,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,CA
2202,213,1963,PhD,Single,"$23,091.00 ",1,1,5/28/14,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,SP
1319,9799,1968,PhD,Divorced,"$83,664.00 ",1,1,5/8/13,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,SP
2162,7987,1969,Graduation,Married,"$65,747.00 ",0,1,3/7/14,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,0,CA
676,3578,1949,Graduation,Divorced,"$49,160.00 ",0,1,10/20/13,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,SP
17,10175,1958,PhD,Divorced,"$32,173.00 ",0,1,8/1/13,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,0,SP
1710,7426,1971,2n Cycle,Married,"$54,690.00 ",1,1,11/7/13,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,SP
682,2631,1982,Graduation,Together,"$71,853.00 ",0,0,5/8/13,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP
1151,11039,1975,Graduation,Married,"$51,948.00 ",0,1,9/17/13,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,SP
2171,6663,1940,PhD,Single,"$51,141.00 ",0,0,7/8/13,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,SP
946,4679,1977,Master,Married,"$78,710.00 ",0,1,5/23/14,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,SP
2098,1324,1988,Graduation,Married,"$38,872.00 ",1,0,5/30/13,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,IND
686,10061,1950,Graduation,Married,"$59,462.00 ",0,1,1/5/13,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,US
145,624,1984,Master,Single,"$18,890.00 ",0,0,11/10/12,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,1,0,SA
546,968,1968,Master,Divorced,"$41,335.00 ",1,0,12/26/13,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,AUS
895,10242,1966,PhD,Together,"$47,472.00 ",1,1,9/16/13,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,SP
2058,6619,1978,Graduation,Married,"$38,415.00 ",1,1,1/2/13,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,SP
386,2518,1986,2n Cycle,Together,"$20,491.00 ",0,0,1/25/13,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,GER
1947,7325,1986,PhD,Together,"$38,197.00 ",1,0,6/29/13,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,SP
1528,2115,1957,Graduation,Together,"$50,116.00 ",1,1,6/20/14,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,0,GER
1277,5177,1974,Master,Married,"$58,494.00 ",0,1,12/12/13,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,SA
361,9493,1980,PhD,Single,"$76,412.00 ",0,0,5/5/13,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,1,0,CA
949,5303,1974,PhD,Together,"$79,632.00 ",0,0,4/8/14,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,SA
1318,7521,1952,Graduation,Together,"$83,844.00 ",0,0,5/12/13,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,CA
1327,9081,1988,Graduation,Single,"$20,518.00 ",1,0,5/18/14,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,SP
1793,2563,1961,Basic,Married,"$28,249.00 ",0,0,6/15/14,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,IND
1485,3536,1960,Graduation,Together,"$19,740.00 ",0,1,3/24/13,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,0,IND
259,5067,1994,Graduation,Together,"$80,134.00 ",0,0,2/14/14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,SP
30,8890,1971,PhD,Divorced,"$65,808.00 ",1,1,5/30/14,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,SP
634,10390,1959,2n Cycle,Married,"$26,887.00 ",0,1,2/10/13,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,SP
1261,4749,1968,Graduation,Together,"$58,554.00 ",1,1,9/26/12,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,IND
353,5031,1974,Graduation,Together,"$83,145.00 ",0,0,9/22/12,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,1,0,SP
1188,3850,1963,Basic,Together,"$14,918.00 ",0,1,12/7/12,52,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,0,IND
1759,5538,1975,Graduation,Divorced,"$83,829.00 ",0,0,10/8/13,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,SP
1585,9703,1970,PhD,Married,"$38,097.00 ",1,1,10/15/12,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,1,0,SA
1804,7281,1959,PhD,Single,,0,0,11/5/13,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,AUS
1042,10841,1975,PhD,Together,"$56,559.00 ",0,1,12/25/12,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,SP
320,7002,1955,Graduation,Single,"$62,535.00 ",0,1,10/3/13,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,SP
840,5107,1973,PhD,Divorced,"$35,860.00 ",1,1,5/19/14,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,SP
1430,2406,1949,Graduation,Together,"$54,591.00 ",0,1,8/5/13,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,AUS
333,9213,1970,Graduation,Widow,"$31,880.00 ",1,0,10/31/12,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,SP
1096,4345,1964,2n Cycle,Single,,1,1,1/12/14,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,AUS
935,1927,1973,2n Cycle,Together,"$69,401.00 ",0,1,3/23/14,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,GER
149,9323,1949,Master,Together,"$49,912.00 ",0,1,9/7/12,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,1,0,ME
1685,1990,1974,PhD,Single,"$63,159.00 ",0,0,11/5/12,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,SP
1593,4297,1969,Graduation,Together,"$23,228.00 ",1,0,1/26/14,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,IND
1572,7646,1989,Graduation,Single,"$64,449.00 ",1,0,2/18/14,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,0,SP
597,4220,1970,PhD,Married,"$59,892.00 ",0,1,11/2/13,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,CA
953,4756,1952,2n Cycle,Divorced,"$63,998.00 ",0,0,12/20/13,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,1,0,SP
1122,7300,1952,Graduation,Divorced,"$69,142.00 ",0,1,6/29/14,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,IND
557,5991,1949,Master,Married,"$48,150.00 ",0,1,6/8/13,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,GER
1175,5987,1989,2n Cycle,Together,"$10,404.00 ",1,0,5/4/14,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,SP
1001,7397,1951,Graduation,Single,"$49,090.00 ",0,1,7/19/13,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,SP
610,7532,1980,Graduation,Married,"$43,586.00 ",0,1,8/30/12,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,GER
6,4073,1954,2n Cycle,Married,"$63,564.00 ",0,0,1/29/14,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,1,0,GER
399,5718,1950,Graduation,Married,"$80,763.00 ",0,0,8/15/13,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,1,0,SA
422,10552,1979,2n Cycle,Married,"$54,210.00 ",0,1,5/20/13,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,SP
2109,9286,1960,Master,Together,"$83,151.00 ",0,0,10/10/12,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,SP
33,5794,1974,PhD,Married,"$46,374.00 ",0,1,3/17/14,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,1,0,IND
1595,1553,1946,Graduation,Together,"$82,657.00 ",0,0,9/27/13,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,GER
1099,1321,1974,Graduation,Married,"$26,067.00 ",1,0,11/4/13,49,22,2,18,0,2,12,3,3,0,3,8,0,0,0,0,0,0,0,CA
564,793,1973,Graduation,Married,"$20,895.00 ",1,0,10/6/12,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,AUS
2189,5441,1965,PhD,Widow,"$54,111.00 ",0,1,8/25/13,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,SP
1668,9543,1985,Graduation,Married,"$19,986.00 ",1,0,11/14/13,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,SP
1859,803,1968,Graduation,Together,"$40,521.00 ",1,1,4/5/13,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,SP
616,8029,1988,Master,Single,"$90,247.00 ",0,0,4/29/14,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,0,US
161,10451,1965,Graduation,Together,"$29,672.00 ",1,1,3/12/13,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,SA
37,10141,1960,Master,Divorced,"$39,228.00 ",0,0,5/10/13,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,0,SA
249,1071,1976,PhD,Divorced,"$70,179.00 ",0,1,7/21/13,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,US
688,4945,1953,Graduation,Widow,"$53,653.00 ",0,0,11/7/12,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,SP
1734,2337,1971,Graduation,Divorced,"$29,819.00 ",1,0,10/24/13,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,SP
572,2829,1955,Graduation,Married,"$65,210.00 ",0,1,3/10/14,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,CA
883,10473,1956,PhD,Widow,"$78,028.00 ",0,1,9/10/12,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,1,0,SP
1180,6340,1985,Graduation,Single,"$29,938.00 ",1,0,10/27/13,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,SA
1860,10675,1956,PhD,Married,"$66,334.00 ",0,1,4/3/13,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,1,0,SP
1013,2561,1966,Graduation,Single,"$63,810.00 ",0,1,11/11/12,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,GER
1486,8686,1979,Basic,Together,"$23,724.00 ",1,0,1/8/13,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,SP
1390,3828,1951,Graduation,Married,"$71,107.00 ",0,1,2/17/13,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,SP
536,2114,1946,PhD,Single,"$82,800.00 ",0,0,11/24/12,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,US
724,477,1986,Graduation,Married,"$83,512.00 ",0,0,6/17/14,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,1,0,SP
1185,7187,1969,Master,Together,,1,1,5/18/13,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,AUS
1636,3732,1955,Master,Married,"$52,750.00 ",0,1,2/4/13,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,CA
1357,5721,1956,PhD,Married,"$84,117.00 ",0,0,5/11/14,60,611,76,749,59,45,26,1,7,10,6,2,0,0,1,0,0,0,0,CA
1063,7011,1973,Graduation,Married,"$33,471.00 ",1,0,10/12/12,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,SA
385,6072,1970,Master,Single,"$75,345.00 ",0,0,2/2/13,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,1,0,SP
1726,6457,1976,Graduation,Divorced,"$64,892.00 ",0,1,5/29/14,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,SA
1979,7023,1953,PhD,Single,"$46,231.00 ",2,1,11/26/12,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,SA
689,1777,1980,Basic,Married,"$25,965.00 ",0,0,9/7/12,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,SP
1108,5543,1966,Graduation,Together,"$57,811.00 ",0,1,6/24/13,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,SP
1266,5529,1946,PhD,Together,"$64,014.00 ",2,1,6/10/14,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,CA
1360,10424,1968,Graduation,Single,"$75,922.00 ",0,0,12/9/13,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,SA
1070,286,1952,Graduation,Single,"$44,213.00 ",1,1,11/29/13,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,SP
1738,3968,1970,2n Cycle,Divorced,"$65,706.00 ",0,0,6/28/13,77,918,10,129,13,0,129,1,11,3,12,7,0,1,1,0,1,1,0,CA
2025,832,1966,PhD,Together,"$65,814.00 ",0,1,3/2/14,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,SP
1832,2740,1958,PhD,Widow,"$33,438.00 ",1,1,9/22/13,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,SP
1383,9579,1959,PhD,Married,"$33,762.00 ",2,1,7/7/13,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,CA
23,4065,1976,PhD,Married,"$49,544.00 ",1,0,2/12/13,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,SP
215,6424,1977,Graduation,Together,"$33,178.00 ",1,0,1/30/14,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,SP
661,4299,1960,Graduation,Together,"$70,971.00 ",0,1,9/21/12,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,SP
1817,7441,1973,Graduation,Divorced,"$71,128.00 ",1,0,10/6/12,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,US
1363,7851,1949,Graduation,Widow,"$70,165.00 ",0,0,9/22/13,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,SP
80,9888,1969,Graduation,Together,"$68,695.00 ",0,0,6/25/14,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,SP
1749,10992,1967,Graduation,Together,"$75,702.00 ",1,1,8/29/12,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,SA
2207,9757,1972,Graduation,Together,"$84,906.00 ",0,0,10/4/13,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,SP
979,11007,1968,PhD,Married,"$29,187.00 ",1,0,5/9/13,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,SP
2115,5324,1981,PhD,Married,"$58,293.00 ",1,0,1/19/14,94,173,43,118,46,27,15,5,5,3,6,5,0,0,0,0,0,0,0,US
1412,236,1951,Graduation,Married,"$34,838.00 ",1,1,1/19/13,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,CA
458,7196,1950,PhD,Married,"$41,145.00 ",1,1,2/8/14,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,CA
1937,9697,1951,Graduation,Married,"$53,790.00 ",0,2,3/6/14,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,SP
1708,2948,1954,Master,Divorced,"$62,637.00 ",0,1,3/1/14,76,104,12,48,4,12,5,1,2,2,5,2,0,0,0,0,0,0,0,CA
927,7503,1976,Graduation,Single,"$75,825.00 ",0,0,10/12/12,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,1,0,GER
